Accession,Accession_all,Peptide count,Peptides used for quantitation,Confidence score,Anova (p),Max fold change,Highest mean condition,Lowest mean condition,Description,WT Cntl 1,WT Cntl 2,WT Cntl 3,WT Cntl 4,WT cold 1,WT cold 2,WT cold 3,WT cold 4,fum2 Cntl 1,fum2 Cntl 2,fum2 Cntl 3,fum2 Cntl 4,fum2 Cold 1,fum2 Cold 2,fum2 Cold 3,fum2 Cold 4,AVG WT Cont.,SE WT cont,AVG WT Cold,SE WT cold,AVG fum2 Cntl,SE fum2 cont,AVG fum2 Cold,SE fum2 cold,Pval WT ,F.C. WT,Pval fum2,F.C. fum2,Pval WT*fum2 Cold,F.C. WT Cold*fum2 Cold,Pval WT*fum2 Cntl,FC WT/fum2 Cntl,Pval fum2 Cold/ WT Cont. ,FC fum2 Cold/ WT Cont. ,Sig. change in WT or fum2?
AT4G00810,AT4G00810.1,5,4,149.48,0.00186269,1.652710016,WT cold,WT control,60S acidic ribosomal protein family | chr4:346179-346957 REVERSE LENGTH=113,76041.88683,81432.47365,92652.14105,63266.6483,171989.8197,194925.3383,173408.8418,207651.324,66948.15878,56704.23748,47410.47828,54322.19318,108071.5084,98173.34833,109467.2918,95199.06418,78348.28746,6102.511475,186993.8309,8656.948626,56346.26693,4046.330097,102727.8032,3552.004855,5.00901E-05,2.386699659,0.000134658,1.823151892,0.000104919,1.82028453,0.023857804,1.390478762,0.013587834,1.311168457,TRUE
AT5G47700,AT5G47700.1,4,3,91.56,0.012770765,1.840844377,fum2 cold,WT control,60S acidic ribosomal protein family | chr5:19328019-19328724 REVERSE LENGTH=113,152201.2541,152674.2437,150514.2216,96703.81622,192879.8929,205619.9971,293640.961,304940.2698,115142.4939,129682.1973,89611.67694,132010.5853,236433.1624,183815.1367,234263.0379,167954.1483,138023.3839,13780.9875,249270.2802,29087.69505,116611.7383,9743.04615,205616.3713,17473.89241,0.013529051,1.806000354,0.004334885,1.763256206,0.245680907,1.212307554,0.251555929,1.183614839,0.022882008,1.489721274,TRUE
AT5G57290,AT5G57290.1,4,3,81.57,0.28195741,1.345011754,fum2 control,fum2 cold,60S acidic ribosomal protein family | chr5:23207049-23207835 REVERSE LENGTH=120,17474.91343,38125.36541,37379.84508,31380.38731,50345.24717,55411.75722,62835.71523,36467.84634,21926.63993,22034.94367,18762.65129,20929.54003,24206.72114,22787.34294,23271.95189,22062.7026,31090.12781,4782.898569,51265.14149,5559.367081,20913.44373,758.8640565,23082.17964,449.71002,0.033247116,1.648920255,0.049213914,1.103700564,0.002326836,2.220983559,0.080317935,1.486609676,0.146575239,0.742427943,TRUE
AT2G28800,AT2G28800.1;AT2G28800.2,6,4,159.46,0.120362459,1.6041882,fum2 cold,WT control,63 kDa inner membrane family protein | chr2:12356669-12359158 REVERSE LENGTH=462,34828.33423,81115.80072,121603.6611,55729.05872,126806.0162,120046.9264,131027.5428,117149.0605,61082.07454,41340.05089,46187.82518,54870.97036,64874.89141,99074.43898,91343.47249,117266.9992,73319.21369,18670.69,123757.3865,3156.8286,50870.23024,4406.783796,93139.95053,10876.09586,0.037341294,1.687925719,0.011338779,1.830932356,0.035409231,1.328725061,0.286288807,1.441299034,0.394357982,1.270334826,TRUE
AT1G64190,AT1G64190.1,21,4,585.65,0.413331207,1.266954298,fum2 control,fum2 cold,6-phosphogluconate dehydrogenase family protein | chr1:23825549-23827012 REVERSE LENGTH=487,94106.14081,56932.98823,56958.73821,53724.63124,92801.04361,97506.49438,84902.83349,107872.022,35699.56048,40644.10645,40986.36933,35248.14313,50712.54384,43126.06421,39607.90858,43590.08782,65430.62462,9588.61388,95770.59836,4799.169693,38144.54485,1546.255318,44259.15111,2327.585774,0.029975778,1.463696838,0.071253333,1.160300937,7.06287E-05,2.163859811,0.030781255,1.715333736,0.075556699,0.676428681,TRUE
AT3G02360,AT3G02360.1,21,11,805.63,0.312793555,1.268722092,WT cold,WT control,6-phosphogluconate dehydrogenase family protein | chr3:482498-483958 FORWARD LENGTH=486,42008.28425,36222.68587,31956.06186,48325.62667,55697.39915,80090.16912,99470.62546,61385.05595,30341.63531,25791.86231,23459.62734,26897.62177,39500.01642,37626.47541,41879.05491,37419.48803,39628.16466,3556.323732,74160.81242,9915.734508,26622.68668,1431.822316,39106.25869,1035.953579,0.016861553,1.871416783,0.000403162,1.468907295,0.012577802,1.896392416,0.014632743,1.488511101,0.892561844,0.986829923,TRUE
AT4G29120,AT4G29120.1,9,5,224.11,0.11943507,1.458380059,WT cold,WT control,6-phosphogluconate dehydrogenase family protein | chr4:14350861-14351865 FORWARD LENGTH=334,19407.50849,27368.91285,31223.98981,26226.67282,65853.68829,56587.48935,53258.64652,42275.6815,19645.67247,23668.88105,16251.08737,17594.3165,26901.78446,30856.83565,27176.31718,24082.40195,26056.77099,2460.748955,54493.87642,4866.883164,19289.98935,1617.905916,27254.33481,1389.530762,0.001986993,2.091351858,0.009686318,1.412874539,0.001692665,1.999457216,0.061290516,1.350792399,0.68650412,1.045959794,TRUE
AT5G41670,AT5G41670.1,22,5,572.94,0.127184457,1.592914427,WT cold,fum2 control,6-phosphogluconate dehydrogenase family protein | chr5:16665647-16667110 REVERSE LENGTH=487,117106.0435,66262.08491,69486.69779,79829.99898,141346.7043,137656.7547,134668.7359,142651.4476,13965.10448,33947.85462,48273.77756,38880.21196,64493.09106,58634.82264,74549.4295,63472.98364,83171.20629,11675.90468,139080.9106,1811.492513,33766.73716,7238.435064,65287.58171,3341.219954,0.00321835,1.672224281,0.007505214,1.933488018,1.20885E-06,2.130281242,0.011417191,2.463110543,0.191292158,0.784978175,TRUE
AT3G49360,AT3G49360.1,4,3,51.16,0.172980081,1.279763075,fum2 control,fum2 cold,6-phosphogluconolactonase 2 | chr3:18303189-18304283 REVERSE LENGTH=259,490097.5527,746782.3954,620794.906,540337.1952,824585.6898,1035798.542,854917.2558,845791.6277,363363.1752,371354.2906,321919.2875,316780.4019,374659.5049,461862.6605,394387.9705,360652.3211,599503.0123,55987.13388,890273.2788,48922.66617,343354.2888,13994.00582,397890.6143,22418.49335,0.00788505,1.485018858,0.084632766,1.158833972,9.59201E-05,2.237482481,0.004382493,1.74601871,0.015553683,0.663700776,TRUE
AT1G45000,AT1G45000.1;AT1G45000.2,12,5,262.33,0.187294548,1.345490483,fum2 control,WT control,AAA-type ATPase family protein | chr1:17009220-17011607 FORWARD LENGTH=399,36764.53502,39763.14082,32179.03364,30468.12489,42778.01566,58522.34122,50133.52886,68868.03173,25967.62759,27386.2213,19382.49269,28895.32284,36470.48594,37981.12875,38233.24534,32639.26163,34793.70859,2123.805801,55075.47936,5610.747468,25407.9161,2095.525024,36331.03042,1290.666842,0.014844673,1.582914889,0.004383865,1.429909886,0.017340234,1.515934966,0.019920356,1.369404262,0.558927378,1.044183902,TRUE
AT1G62130,AT1G62130.1,15,4,93.04,0.04158968,1.508916832,WT cold,fum2 cold,AAA-type ATPase family protein | chr1:22962365-22968920 REVERSE LENGTH=1043,72803.92625,50782.9507,82571.97568,82634.56325,122391.565,120180.0808,153235.949,114897.9032,51738.04484,41869.28738,42711.62757,35038.11619,41564.00755,45942.8678,46273.33827,54364.40017,72198.35397,7502.847829,127676.3745,8663.644386,42839.26899,3427.86806,47036.15345,2668.094532,0.002878889,1.768411154,0.371272745,1.097968162,0.000112423,2.714430605,0.01193887,1.685331138,0.019569054,0.651485122,TRUE
AT2G27600,AT2G27600.1,19,10,236.77,0.146342093,1.708043509,fum2 cold,WT control,AAA-type ATPase family protein | chr2:11781226-11783730 FORWARD LENGTH=435,34859.92805,48993.29391,63294.56307,57026.87171,104374.7928,103105.2953,105514.7003,105492.3275,31819.38131,34827.30119,30901.33753,27597.9215,80620.95328,106214.459,42694.75892,45581.89953,51043.66419,6137.32182,104621.779,571.2477728,31286.48538,1488.153136,68778.01769,15166.13154,0.000128024,2.049652599,0.049103417,2.198329945,0.056150958,1.521151416,0.020362679,1.631492434,0.320010964,1.347434962,TRUE
AT2G20140,AT2G20140.1,18,11,449.58,0.058852832,1.410141106,fum2 cold,WT control,AAA-type ATPase family protein | chr2:8692736-8694837 FORWARD LENGTH=443,121146.0426,109380.9048,123364.0785,69196.59057,165919.4443,115920.6413,185824.9713,170460.9532,64413.40643,74265.92385,78903.43937,65344.42794,121539.8676,103480.9851,137536.5726,121065.2992,105771.9041,12571.88392,159531.5025,15147.91626,70731.7994,3514.394168,120905.6811,6956.018099,0.034142992,1.50825972,0.000664372,1.709353956,0.059671913,1.31947069,0.036328779,1.495393939,0.332761206,1.143079366,TRUE
AT4G04910,AT4G04910.1,21,9,420.6,0.016230828,1.43094424,fum2 cold,WT control,AAA-type ATPase family protein | chr4:2489696-2495666 REVERSE LENGTH=742,21298.11271,17865.44358,17982.11804,21390.41604,38410.31412,34943.86903,40490.20083,45691.86199,14015.97144,13870.61566,12516.49342,13094.444,18530.35982,23651.71976,25328.23933,24148.67479,19634.02259,987.8754222,39884.0615,2248.617806,13374.38113,350.2645393,22914.74842,1503.149549,0.000172046,2.031374941,0.000824572,1.713331496,0.000762186,1.740541103,0.00098833,1.468032233,0.117975721,1.167093921,TRUE
AT5G64580,AT5G64580.1,17,5,160.49,0.288504564,1.710275741,fum2 control,WT control,AAA-type ATPase family protein | chr5:25817391-25821465 REVERSE LENGTH=855,5511.037096,11049.12996,10890.44451,6259.515924,21051.21832,14043.27696,15294.991,15546.78211,13564.6706,6999.60369,5003.19284,5042.66747,9109.052789,9532.985969,10069.67464,8246.764815,8427.531872,1476.057534,16484.0671,1557.474771,7652.533651,2025.053273,9239.619554,384.9094605,0.009458931,1.955978019,0.470552396,1.207393522,0.004036597,1.784063402,0.767575863,1.101273416,0.613597821,1.096361271,TRUE
AT4G01660,AT4G01660.1,18,8,120.27,0.542153005,1.44433831,fum2 control,WT cold,ABC transporter 1 | chr4:708652-711095 FORWARD LENGTH=623,38255.86227,61662.54056,89294.15619,42599.04803,56596.09813,101900.6023,94448.248,49278.33297,55047.10346,39518.88602,31570.8386,35767.86589,30756.73122,55186.40098,27367.57654,71510.30253,57952.90176,11618.0529,75555.82036,13231.74457,40476.17349,5121.04766,46205.25282,10466.30081,0.356058407,1.303745249,0.640411566,1.141542019,0.13255984,1.635221447,0.217831352,1.431778174,0.480912195,0.79728972,FALSE
AT1G54350,AT1G54350.1,6,3,63.45,0.813983709,1.309466647,fum2 control,fum2 cold,ABC transporter family protein | chr1:20286917-20290245 FORWARD LENGTH=706,20194.25532,12581.42407,18889.15292,30113.11831,20539.84159,26732.5109,19096.28427,29641.64396,10919.21041,4010.573196,24074.32528,10726.23575,5556.105281,10907.22531,17328.12969,19291.11798,20444.48765,3626.199458,24002.57018,2505.22554,12432.58616,4199.824698,13270.64457,3133.277739,0.450308052,1.174036277,0.878177225,1.067408212,0.036772196,1.808696636,0.198872222,1.644427587,0.185052641,0.649106243,FALSE
AT5G60790,AT5G60790.1,16,13,435.27,0.000424742,1.76374032,fum2 cold,WT control,ABC transporter family protein | chr5:24453760-24455767 REVERSE LENGTH=595,25450.43503,32822.29795,31069.13543,35498.76321,81459.50525,89213.79913,75519.37623,68680.3357,16937.06658,22682.52722,23968.21104,24208.43787,50471.68484,40190.3277,49954.42956,37394.64475,31210.1579,2124.95933,78718.25408,4365.237191,21949.06068,1703.912446,44502.77171,3347.525697,6.5536E-05,2.522199802,0.000960873,2.027547892,0.000797917,1.768839356,0.014493472,1.421935925,0.015372244,1.42590665,TRUE
AT5G09930,AT5G09930.1,22,4,133.66,0.022339096,4.409596284,WT cold,WT control,ABC transporter family protein | chr5:3097643-3100241 REVERSE LENGTH=678,9390.684011,5459.688182,8605.126311,5987.197328,67449.41338,47817.69416,10749.56824,59151.44005,5290.498681,5089.649492,10479.94596,5294.074133,14784.00624,8949.101091,12178.68975,10488.06292,7360.673958,964.787863,46292.02896,12511.97272,6538.542066,1314.669383,11599.965,1249.54814,0.021054083,6.289101952,0.031553839,1.774090445,0.032898169,3.990704192,0.632122875,1.12573627,0.036276008,1.575937892,TRUE
AT5G58270,AT5G58270.1,14,3,142.68,0.009934064,3.98347693,WT control,WT cold,ABC transporter of the mitochondrion 3 | chr5:23562168-23567040 FORWARD LENGTH=728,9590.927652,32245.01371,13181.51084,12342.94736,2317.178493,5114.218961,4364.264684,12635.78594,7002.456748,4817.407792,3287.395624,6303.445257,5457.797053,3662.005154,7611.123898,7513.636277,16840.09989,5191.912963,6107.862021,2254.819479,5352.676355,825.5116485,6061.140596,941.2786621,0.106757344,0.362697494,0.59199875,1.13235701,0.985364222,1.007708355,0.071555211,3.146108371,0.087105443,0.359923079,FALSE
AT1G59870,AT1G59870.1,44,16,1257.55,0.050482073,1.585119365,fum2 control,fum2 cold,ABC-2 and Plant PDR ABC-type transporter family protein | chr1:22034661-22039844 FORWARD LENGTH=1469,224639.795,124613.4138,145585.2687,160328.4291,213277.0165,220975.2839,222842.6337,244645.0666,131451.2481,92194.43009,94633.45405,100056.891,79181.09508,97804.50632,104335.6105,109603.601,163791.7267,21565.59212,225435.0002,6729.615219,104584.0058,9105.211626,97731.20321,6637.544155,0.034247733,1.37635157,0.565364264,0.934475616,1.01953E-05,2.306683974,0.044723414,1.566125962,0.02636574,0.59667973,TRUE
AT5G03910,AT5G03910.1,10,3,113.51,0.80613199,1.238646573,fum2 cold,WT control,ABC2 homolog 12 | chr5:1054313-1057105 REVERSE LENGTH=634,5670.7484,5881.518516,5163.230585,3148.313391,8220.700506,7809.432601,6886.04875,11846.25464,6351.515033,1941.469617,2952.090146,1928.069952,3255.973375,5127.404775,5942.608816,5708.467091,4965.952723,624.3482578,8690.609125,1088.264021,3293.286187,1047.234526,5008.613515,608.8240766,0.024999636,1.750038635,0.206519101,1.520855835,0.025523221,1.735132707,0.219175917,1.507901968,0.962570904,1.008590656,TRUE
AT5G64940,AT5G64940.1,22,10,298.74,0.788014371,1.141055142,WT control,fum2 control,ABC2 homolog 13 | chr5:25949116-25953326 FORWARD LENGTH=761,420916.1727,350473.9138,280713.5098,280807.6715,462862.9761,473585.098,420016.9016,431648.646,57930.54163,221825.2638,163665.3919,195448.4736,227879.1685,269240.3254,240140.8824,257272.4921,333227.817,33531.45252,447028.4054,12656.19047,159717.4177,35951.64291,248633.2171,9138.473006,0.019192037,1.34150987,0.053514565,1.556706968,1.45557E-05,1.797943214,0.012377059,2.086358656,0.050880315,0.74613584,TRUE
AT5G06530,AT5G06530.1,10,4,113.38,0.033074111,4.718238795,WT cold,WT control,ABC-2 type transporter family protein | chr5:1990060-1994605 REVERSE LENGTH=751,7993.751361,5525.826106,3580.489119,4352.337089,47046.38495,76472.87314,11245.79964,11659.70294,1984.318903,3914.957435,2286.780847,3679.941196,5046.131271,10570.38596,10201.63646,10188.10968,5363.100919,963.7664649,36606.19017,15715.77422,2966.499595,486.0784984,9001.565842,1321.448541,0.094461833,6.8255643,0.005170164,3.034406563,0.130633669,4.066646938,0.068170179,1.80788864,0.067768265,1.678425593,TRUE
AT1G62380,AT1G62380.1,12,4,311.73,0.037742851,1.618427682,fum2 control,fum2 cold,ACC oxidase 2 | chr1:23082340-23084068 FORWARD LENGTH=320,17840.32451,34705.13382,42176.67142,32646.07988,57604.03433,48869.89533,49450.88493,43588.92251,30723.62746,29743.71614,25151.55052,24616.74537,27156.73705,24615.29053,31231.59998,18699.43033,31842.0524,5096.538283,49878.43427,2893.135607,27558.90987,1560.996661,25425.76447,2623.681113,0.021728476,1.566432768,0.510888423,0.922596888,0.000770605,1.961728007,0.452304167,1.155417705,0.305794882,0.798496408,TRUE
AT4G37000,AT4G37000.1,17,14,619.74,0.100117703,1.593328243,WT cold,fum2 cold,accelerated cell death 2 (ACD2) | chr4:17442627-17443762 FORWARD LENGTH=319,166433.6292,135463.1812,76081.12292,119458.0771,235079.4021,235497.9166,155116.2271,226034.8179,47482.16329,51242.93113,65752.86317,61082.83616,84142.7573,71267.12631,68693.55108,75020.04434,124359.0026,18815.66219,212932.0909,19395.17862,56390.19844,4238.000616,74780.86976,3380.137873,0.016869245,1.712237043,0.014629406,1.32613241,0.000417881,2.847413939,0.01245697,2.205330111,0.041022836,0.601330569,TRUE
AT5G38660,AT5G38660.1,16,3,494.23,0.465011389,1.303472065,fum2 control,WT cold,acclimation of photosynthesis to  environment | chr5:15473285-15475497 REVERSE LENGTH=286,100098.9019,101125.1022,98671.32805,106461.2707,100652.4449,136130.3079,128303.3588,146476.4871,36008.36561,67114.90497,72920.12137,77173.2184,85381.86869,82973.46962,72462.27584,81431.42344,101589.1507,1700.18197,127890.6497,9812.472722,63304.15259,9329.16423,80562.2594,2819.688935,0.038485653,1.258900668,0.126984391,1.272622034,0.003556468,1.587475955,0.006823565,1.604778622,0.000693658,0.793020306,TRUE
AT4G37550,AT4G37550.1,5,4,99.38,9.85E-06,3.840640788,WT control,fum2 cold,Acetamidase/Formamidase family protein | chr4:17643684-17645729 FORWARD LENGTH=452,68286.14488,37510.67585,47366.45155,58513.7854,24638.77575,25874.66822,29175.14036,29513.56745,17488.69352,10724.17114,24612.88299,26375.63565,9860.354926,10290.29025,12320.38467,12739.731,52919.26442,6681.429567,27300.53794,1208.639605,19800.34583,3583.708897,11302.69021,719.1472385,0.009255181,0.515890352,0.05905612,0.57083297,2.76628E-05,2.41540177,0.004728333,2.672643442,0.000816436,0.213583661,TRUE
AT5G48230,AT5G48230.1,6,4,358.96,0.014096169,1.765613999,WT cold,WT control,acetoacetyl-CoA thiolase 2 | chr5:19552570-19555030 REVERSE LENGTH=398,15005.22469,19709.31346,22817.18001,16178.00833,49847.97234,48224.05335,40941.60877,47652.0397,7348.334083,13409.29451,13016.6643,11639.13183,30410.17672,21338.23917,19831.68289,17153.57576,18427.43162,1772.110733,46666.41854,1964.124206,11353.35618,1387.904477,22183.41864,2875.526868,3.98678E-05,2.532442909,0.014641906,1.953908455,0.000413546,2.103662168,0.01999808,1.623082314,0.308703149,1.203825855,TRUE
AT5G35360,AT5G35360.1;AT5G35360.2;AT5G35360.3,29,17,762.82,0.175327781,1.273274132,fum2 control,fum2 cold,acetyl Co-enzyme a carboxylase biotin carboxylase subunit | chr5:13584300-13588268 FORWARD LENGTH=537,472442.6253,495453.7114,506022.1457,497156.8758,734129.4699,665944.6198,727552.8767,736206.3223,298986.4011,383855.4599,287802.2048,325940.3441,364601.0712,384908.9861,391897.2413,379763.2421,492768.8395,7160.473158,715958.3222,16772.93512,324146.1025,21452.10971,380292.6352,5791.394592,1.81234E-05,1.452929375,0.044871049,1.17321366,1.41027E-06,1.882651032,0.000300097,1.520205968,1.83375E-05,0.771746516,TRUE
AT2G38040,AT2G38040.1,36,12,1122.81,0.343205662,1.320748405,fum2 control,WT control,acetyl Co-enzyme a carboxylase carboxyltransferase alpha subunit | chr2:15917612-15920749 FORWARD LENGTH=769,125893.1365,186386.8447,236220.8004,152537.6421,255531.5876,275996.1688,323561.5593,288994.6996,171781.7074,111656.7569,105505.078,110026.1128,179865.7735,144258.693,150849.1084,177903.6158,175259.6059,23793.23892,286021.0038,14283.55112,124742.4138,15733.65331,163219.2977,9152.688432,0.007190691,1.631984749,0.078950412,1.308450692,0.00035282,1.75237247,0.126949954,1.404972059,0.653401408,0.931300152,TRUE
AT1G36160,AT1G36160.1,25,9,363.17,5.15E-07,2.53703824,WT cold,fum2 control,acetyl-CoA carboxylase 1 | chr1:13534196-13543773 FORWARD LENGTH=2254,9438.05787,10084.6361,13679.19785,12509.52983,37610.86165,35330.34494,39789.06812,32828.22288,5865.760923,4845.501857,6688.342901,4520.596648,11806.90607,15466.45862,16697.76331,14964.68047,11427.85541,1000.087274,36389.6244,1495.91922,5480.050582,494.2963629,14733.95212,1041.39147,8.73867E-06,3.184291636,0.000199599,2.688652576,2.15129E-05,2.469780281,0.001775409,2.085355826,0.06196137,1.289301587,TRUE
ATCG00500,ATCG00500.1,20,10,463.18,0.008422944,1.770735948,fum2 cold,WT cold,acetyl-CoA carboxylase carboxyl transferase subunit beta | chrC:57075-58541 FORWARD LENGTH=488,52853.38571,97411.36545,87409.60962,43884.96401,97277.511,84740.61954,80287.96126,116077.2419,44005.04043,45328.34559,53279.799,55161.9119,111752.2046,81895.59574,97080.79786,83769.53143,70389.8312,13005.99566,94595.83342,8012.920563,49443.77423,2797.748538,93624.5324,6923.674773,0.164159383,1.343884931,0.001038142,1.893555536,0.929905895,1.010374429,0.166443948,1.423633861,0.165883675,1.330086048,TRUE
AT5G36880,AT5G36880.2,16,12,333.91,0.056639228,1.717874585,WT control,fum2 cold,acetyl-CoA synthetase | chr5:14534961-14540296 REVERSE LENGTH=743,612882.272,705965.382,974964.2586,798887.7706,908475.9117,835263.2374,878582.2676,596329.0897,181587.4333,360959.4458,500899.7635,484058.7553,315355.2211,359574.1064,393983.9761,380855.4239,773174.9208,77239.3158,804662.6266,71051.95956,381876.3495,73689.09008,362442.1819,17222.41756,0.774278414,1.040725203,0.805903937,0.949108743,0.000924403,2.220113074,0.010510497,2.024673489,0.002034071,0.46877126,FALSE
AT1G63680,AT1G63680.1,15,5,203.03,0.051159351,1.571490385,fum2 control,fum2 cold,acid-amino acid ligases;ligases;ATP binding;ATP binding;ligases | chr1:23614461-23617247 FORWARD LENGTH=772,71912.44219,79493.87747,51859.84772,77418.86334,81597.33366,86098.65507,110383.1927,75139.0026,55580.61441,47087.74446,41508.99069,37399.03449,43261.73589,45036.59909,46629.38582,36992.67517,70171.25768,6309.902838,88304.54601,7695.511822,45394.09601,3933.283766,42980.09899,2110.984178,0.118269997,1.258414755,0.608138244,0.946821344,0.001283467,2.054544966,0.015761398,1.545823441,0.006453563,0.612502902,FALSE
AT4G26970,AT4G26970.1,29,15,774.8,0.01661444,1.53919438,WT control,fum2 cold,aconitase 2 | chr4:13543077-13548427 FORWARD LENGTH=995,180920.8517,170029.8589,141884.0997,195847.3817,161243.9445,271404.8186,186384.6462,234581.1859,89490.30678,83675.95862,94749.77983,91245.88651,102232.9926,85079.64587,87203.00274,88854.52332,172170.548,11398.14226,213403.6488,24602.31194,89790.48294,2312.832654,90842.54114,3874.616121,0.179148828,1.239489862,0.823396959,1.011716812,0.002654032,2.349159833,0.000397174,1.917469896,0.000513224,0.527631132,FALSE
AT2G05710,AT2G05710.1,39,15,1173.5,0.10963832,1.42973058,fum2 control,fum2 cold,aconitase 3 | chr2:2141591-2146350 FORWARD LENGTH=990,261807.9839,173990.4625,167232.0099,216243.31,252679.0979,295550.0984,301446.7946,312868.0812,147106.078,124373.6968,114897.1147,128734.0979,148614.5458,124615.1753,130542.3834,129143.3322,204818.4416,21873.57555,290636.018,13152.98919,128777.7468,6757.694579,133228.8592,5282.231097,0.015186678,1.418993406,0.622374997,1.034564297,3.17635E-05,2.181479447,0.015975063,1.590480084,0.019041456,0.650472966,TRUE
